hotel_id,city,hotel_name,price,review_score,hotel_url,description,latitude,longitude,distance_km
11,alexandria,البنفسج,150.0,7.1,https://www.booking.com/hotel/eg/lbnfsj.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1417629101_413710129_2_0_0&highlighted_blocks=1417629101_413710129_2_0_0&matching_block_id=1417629101_413710129_2_0_0&sr_pri_blocks=1417629101_413710129_2_0_0__15000&from=searchresults,"Comfortable Living: البنفسج in Alexandria offers a spacious apartment with one bedroom, one bathroom, and a living room. The property features family rooms, ensuring a pleasant stay for all guests.

Modern Amenities: Guests enjoy free WiFi in public areas, air-conditioning, a terrace, balcony, and a kitchenette. Additional amenities include a washing machine and a fully equipped kitchen, catering to all comfort needs.

 Located 37 mi from Borg el Arab International Airport, the apartment is a few steps from Miami Beach. Nearby attractions include Sidi Gaber Railway Station (5 mi), Alexandria Zoo (6.2 mi), and the Catacombs of Kom el Shoqafa (8.7 mi).",31.2699295360093,29.993426043907,180.65
12,alexandria,الزهور السياحيه,150.0,6.3,https://www.booking.com/hotel/eg/lzhwr-wl-lmntzh.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1417671601_413718045_2_0_0&highlighted_blocks=1417671601_413718045_2_0_0&matching_block_id=1417671601_413718045_2_0_0&sr_pri_blocks=1417671601_413718045_2_0_0__15000&from=searchresults,"Beachfront Location: الزهور السياحيه in Alexandria offers direct beachfront access and stunning sea views. Guests can relax on the sandy shores and enjoy the salty air.

Comfortable Accommodations: The apartment features one bedroom and one bathroom, equipped with air-conditioning, a balcony, and a fully fitted kitchen. Family rooms provide ample space for all travelers.

 Free WiFi is available in public areas, ensuring connectivity for all guests. Additional amenities include a washing machine and parking facilities.

 Miami Beach is a 2-minute walk away, while Borg el Arab International Airport is 37 mi from the property. Other attractions include Sidi Gaber Railway Station (5 mi) and Alexandria Zoo (6.2 mi).",31.2697569489591,29.9931023219815,180.66
13,alexandria,Alexandria Ap,164.0,6.7,https://www.booking.com/hotel/eg/alexandria-ap.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1210460401_430636097_2_0_0&highlighted_blocks=1210460401_430636097_2_0_0&matching_block_id=1210460401_430636097_2_0_0&sr_pri_blocks=1210460401_430636097_2_0_0__16400&from=searchresults,"Comfortable Accommodations: Alexandria Ap in Alexandria offers aparthotel-style accommodations with free WiFi, air-conditioning, and private bathrooms. Each unit includes a kitchenette, washing machine, and dining area.

Convenient Facilities: Guests benefit from private check-in and check-out, a 24-hour front desk, and full-day security. Additional services include bike and car hire, a tour desk, and paid shuttle.

 Located less than 0.6 mi from Glime Beach and a 13-minute walk to Stanley Bridge, the aparthotel is 34 mi from Borg el Arab International Airport. Nearby attractions include Alexandria Zoo and Catacombs of Kom el Shoqafa.",31.24058995611,29.95658442399,180.61
14,alexandria,ورده ميامى على البحر,128.0,5.9,https://www.booking.com/hotel/eg/lwrd.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1419607901_413767583_2_0_0&highlighted_blocks=1419607901_413767583_2_0_0&matching_block_id=1419607901_413767583_2_0_0&sr_pri_blocks=1419607901_413767583_2_0_0__12750&from=searchresults,"Comfortable Living: The apartment offers one bedroom, one bathroom, and a spacious living room. Family rooms provide ample space for relaxation and entertainment.

Modern Amenities: Guests enjoy air-conditioning, a balcony, and a washing machine. The property ensures a comfortable and convenient stay with essential amenities.

 Located in Alexandria, the apartment is a few steps from Miami Beach. Nearby attractions include Stanley Bridge (4.3 mi) and Alexandria Zoo (6.2 mi). Borg el Arab International Airport is 37 mi away.",31.2699021746229,29.9934354148119,180.65
15,alexandria,Plaza Hotel Alexandria,290.0,7.2,https://www.booking.com/hotel/eg/plaza.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=36004906_89305156_2_41_0&highlighted_blocks=36004906_89305156_2_41_0&matching_block_id=36004906_89305156_2_41_0&sr_pri_blocks=36004906_89305156_2_41_0__28980&from=searchresults,"On Alexandria’s Corniche, the Alexandria has spacious accommodations with free Wi-Fi. Some have views of Safa Palace or Sanstefano Beach and Marina. It is next to the Elite San Stefano Mall.

The air-conditioned rooms and suites at Plaza Hotel Alexandria include a cable TV. Some rooms have a balcony. All feature a minibar and a bathroom stocked with luxury toiletries.

A buffet-style breakfast is served daily. In the evening, a variety of international and local dishes are provided. Room service, including breakfast, is also available.

Newspapers are available at the front desk. The 24-hour staff features a laundry service, including dry cleaning. | Couples in particular like the location – they rated it 8.9 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",31.244757733847116,29.96486932039261,180.41
16,alexandria,Ramsis Hotel,261.0,8.2,https://www.booking.com/hotel/eg/fndq-rmsys.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1557865901_426897525_2_1_0&highlighted_blocks=1557865901_426897525_2_1_0&matching_block_id=1557865901_426897525_2_1_0&sr_pri_blocks=1557865901_426897525_2_1_0__26100&from=searchresults,"Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms with bidets, balconies, terraces, and free toiletries. Each room includes a dining table, sofa bed, TV, electric kettle, and wardrobe.

Dining and Leisure: The hotel offers a restaurant and bar, complemented by a 24-hour front desk and room service. Guests can relax on the terrace or balcony while enjoying meals and refreshments.

Prime Location: Located in Alexandria, the hotel is a 14-minute walk from Shatibi Beach and 2297 feet from Alexandrina Library. Nearby attractions include the Alexandria Stadium (1.2 mi) and the Graeco-Roman Museum (1.6 mi). Borg el Arab International Airport is 29 mi away.",31.2053491783131,29.9050698649,181.22
17,alexandria,Hilton Alexandria Green Plaza,395.0,8.5,https://www.booking.com/hotel/eg/hilton-alexandria-green-plaza.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=4759404_344473198_2_34_0&highlighted_blocks=4759404_344473198_2_34_0&matching_block_id=4759404_344473198_2_34_0&sr_pri_blocks=4759404_344473198_2_34_0__39525&from_sustainable_property_sr=1&from=searchresults,"On site of Green Plaza Mall, this Hilton is only steps away from 370 shops. With one outdoor pools, it also features a sun deck and fitness center.

The Art Deco-style rooms at the Hilton Alexandria Green Plaza Hotel provide plenty of space. Each air-conditioned room includes a work desk, mini-bar, coffee making facilities, satellite flat screen TV and a Hilton Radio Alarm Clock.

Guests can sample pizza, pasta and other Italian delicacies at the Roberto's Italian Restaurant or enjoy breakfast and dinner at the main hotel restaurant Alexander. Ginger Asian restaurant serves Chinese, Japanese and Thai cuisines in a warm and friendly atmosphere, Nefertiti Lobby Bar and Lounge where you can enjoy a snack or a light meal, Aqua Blue Pool Bar is for a refreshing drink or a light meal as well.

The property features an Executive Lounge, two business centers and 18 meeting rooms for 3,500 people. The Al-Zahraa Ballroom is among the largest conference rooms in Alexandria.

Entertainment options at Hilton Alexandria include a cinema. Sightseeing tours can be booked at Hilton’s 24-hour reception.

Borg El Arab Airport is 45 minutes away. | Couples in particular like the location – they rated it 9.0 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | Children 18 and above will be charged as adults at this property.",31.20654334140663,29.965574741363525,177.28
18,alexandria,ابراج الفراعنه الاسكندرية مطلة على البحر,120.0,7.6,https://www.booking.com/hotel/eg/brj-l-lmyn.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1584699801_429603620_3_0_0&highlighted_blocks=1584699801_429603620_3_0_0&matching_block_id=1584699801_429603620_3_0_0&sr_pri_blocks=1584699801_429603620_3_0_0__12000&from=searchresults,"Spacious Accommodations: The apartment offers two bedrooms, a living room, and a bathroom. Family rooms provide ample space for relaxation and comfort.

Modern Amenities: Guests enjoy free WiFi in public areas, air-conditioning, a kitchenette, balcony, washing machine, kitchen, and TV.

Prime Location: Located in Alexandria, the property is a 2-minute walk from Miami Beach. Nearby attractions include Sidi Gaber Railway Station (5 mi), Alexandria Zoo (6.2 mi), and Borg el Arab International Airport (34 mi).",31.269569,29.9930444,180.65
19,alexandria,جنات ميامى الساحليه,150.0,7.0,https://www.booking.com/hotel/eg/rd-lshl.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1427731401_414634293_2_0_0&highlighted_blocks=1427731401_414634293_2_0_0&matching_block_id=1427731401_414634293_2_0_0&sr_pri_blocks=1427731401_414634293_2_0_0__15000&from=searchresults,"Comfortable Accommodations: The apartment offers one bedroom and one bathroom, featuring family rooms and a balcony. Free WiFi is available throughout the property.

Modern Amenities: Guests can enjoy air-conditioning, a kitchenette, washing machine, and a fully equipped kitchen. The reception staff speak English, ensuring smooth communication.

 Located in Alexandria, the apartment is a 2-minute walk from Miami Beach. Borg el Arab International Airport is 37 mi away. Nearby attractions include Stanley Bridge (4.3 mi) and Alexandria Zoo (6.2 mi).",31.2697454893659,29.9931076316147,180.66
20,alexandria,San Giovanni Stanly Hotel,380.0,8.6,https://www.booking.com/hotel/eg/san-giovanni-stanly-reataurant.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=30665401_347522213_0_1_0&highlighted_blocks=30665401_347522213_0_1_0&matching_block_id=30665401_347522213_0_1_0&sr_pri_blocks=30665401_347522213_0_1_0__38000&from=searchresults,"San Giovanni Stanly Hotel & Restaurant is located on the Mediterranean Sea in the lofty Stanly district of Alexandria. It offers a variety of accommodations, some with views to the sea.

San Giovanni Stanly Hotel hosts a classic restaurant, serving à la carte gourmet dishes. Set menus are available for lunch and dinner upon request. Guests can dine while enjoying live piano music and scenic views of the Mediterranean. There is also a coffee shop with 24-hours snacks and drinks and a bar.

Rooms at the San Giovanni Stanly Hotel & Restaurant feature air conditioning and dark wood furnishings. Each has a satellite TV and mini-bar, along with a private bathroom.

The staff at the hotel’s reception desk is available 24 hours a day. Small shops and newspapers are available on site for guests’ convenience.

San Giovanni Stanly Hotel & Restaurant is a 10-minute drive from the center of Alexandria. The International Airport of Alexandria is just 3.7 mi away. | Couples in particular like the location – they rated it 9.5 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | No additional info available | Children of all ages are welcome. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",31.233981468061423,29.948623180389404,180.59
21,alexandria,علي البحر جمب فندق ورده العاصره,170.0,6.3,https://www.booking.com/hotel/eg/ly-lbhr-jmb-fndq-wrdh-l-srh-wl-lmntzh.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1535292501_425028228_3_0_0&highlighted_blocks=1535292501_425028228_3_0_0&matching_block_id=1535292501_425028228_3_0_0&sr_pri_blocks=1535292501_425028228_3_0_0__17000&from=searchresults,"Comfortable Accommodations: علي البحر جمب فندق ورده العاصره in Alexandria offers a spacious apartment with four bedrooms and two bathrooms. The living room provides ample space for relaxation.

Modern Amenities: Guests enjoy free WiFi in public areas, air-conditioning, a balcony, a fully equipped kitchen, and a TV. Family rooms cater to larger groups, ensuring a pleasant stay.

 The property provides parking facilities, accommodating guests with vehicles.

 Arabic and English are spoken by staff, assisting guests with their needs.",31.2658119964074,29.9983684187408,180.0
22,alexandria,اللوكاندة الجديدة New Hotel,70.0,8.0,https://www.booking.com/hotel/eg/llwknd-ljdyd-new.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=697780701_409400145_2_0_0&highlighted_blocks=697780701_409400145_2_0_0&matching_block_id=697780701_409400145_2_0_0&sr_pri_blocks=697780701_409400145_2_0_0__7000&from=searchresults,"Comfortable Accommodations: اللوكاندة الجديدة New Hotel in Alexandria offers adults-only homestay accommodations with free WiFi. Each room features a balcony or terrace, sea or city views, and a kitchenette.

Convenient Facilities: Guests can enjoy a lounge, shared kitchen, minimarket, and daily housekeeping service. Additional amenities include a hairdresser, culture classes, and a tour desk.

Prime Location: Located 16 minutes from Anfoushi Beach and 1.1 mi from Alexandrina Library, the hotel is also near attractions such as the Catacombs of Kom el Shoqafa (1.9 mi) and Alexandria Zoo (3.7 mi). Borg el Arab International Airport is 30 mi away.",31.20003778997509,29.896372832399045,181.39
23,alexandria,Crowne Plaza Alexandria Mirage by IHG,425.0,8.6,https://www.booking.com/hotel/eg/mirage-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1008858416_418479115_2_34_0&highlighted_blocks=1008858416_418479115_2_34_0&matching_block_id=1008858416_418479115_2_34_0&sr_pri_blocks=1008858416_418479115_2_34_0__42450&from=searchresults,"Elegant Accommodations: Crowne Plaza Alexandria Mirage by IHG in Alexandria offers a 5-star experience with spa facilities, a fitness center, sun terrace, restaurant, bar, and a year-round outdoor swimming pool. Free WiFi is available in public areas.

Comfortable Amenities: Rooms feature air-conditioning, private bathrooms, bathrobes, mini-bars, and balconies with garden or pool views. Additional amenities include a work desk, flat-screen TV, and free toiletries.

Dining Options: The modern restaurant serves international cuisine for lunch and dinner, while breakfast includes continental, American, buffet, vegetarian, and halal options with local specialties, warm dishes, fresh pastries, and more.

Prime Location: Located 32 mi from Borg el Arab International Airport, the hotel is near Alexandria Zoo (15-minute walk), Sidi Gaber Railway Station (less than 0.6 mi), and Cleopatra Beach (1.3 mi). Guests appreciate room cleanliness, staff support, and comfort.",31.2153488147,29.9461278859,179.26
24,alexandria,Regency Hotel Alexandria,265.0,7.5,https://www.booking.com/hotel/eg/uuo-u-o-uo-uo3u-ossuoy-o3uuo-o-uo-c.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=87682502_279925566_2_41_0&highlighted_blocks=87682502_279925566_2_41_0&matching_block_id=87682502_279925566_2_41_0&sr_pri_blocks=87682502_279925566_2_41_0__26500&from=searchresults,"Located in Alexandria, Regency Hotel offers a private beach and a restaurant. WiFi is available in all areas and charges are applicable. A number of fast food chains are within a walking distance.

All rooms offer a panoramic sea view or a side view. Each suite offers a separate living room with a satellite TV and a mini-bar. The bathroom is fitted with a shower. Some rooms feature a balcony.

The bed and breakfast is 2.1 mi from Mamoura Beach, 4 mi from Stanley Bridge and 4.5 mi from Al-Salam Theater. Borg el Arab Int. Airport is 30 mi away. | Couples in particular like the location – they rated it 8.9 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",31.272886270581925,30.00066071748733,180.44
25,alexandria,Paradise Inn Beach Resort,568.0,8.6,https://www.booking.com/hotel/eg/paradise-inn-beach-resort.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=17387402_0_2_1_0&highlighted_blocks=17387402_0_2_1_0&matching_block_id=17387402_0_2_1_0&sr_pri_blocks=17387402_0_2_1_0__56790&from=searchresults,"Built-in 1999 next to Al Montazah Gardens, El Maamoura, The resort offers the ultimate modern style,
coupled with unparalleled services.

Paradise Inn Beach Resort is reputable for its hospitality in offering you a high standard of service,
whether you are traveling for business, seeking a romantic getaway, or a spectacular family adventure.

The hotel is rich with its own private white sandy beach, an outdoor pool, and a kids pool and indoor
heated pool which is all surrounded by colorful flowers and trees for an outstanding experience.

All rooms and suites are equipped with a coffee tray, satellite TV, free WI-FI, mini bar, toiletries kit ,
slippers, hairdryer , balcony, parking , in-house laundry service, individually controlled air-conditioning,
and 24 hours room service.

All suites feature private jacuzzi ,enjoy a dip in the hot tub without stepping foot outside your suite ,
relax in your in-suite Jacuzzi.

Paradise Imperial Suite - Paradise Royal Suite - Paradise Family Suite and Private Pool 2 Bedrooms
Penthouse will receive Mini-bar free one time refile per day not including alcohol.

Escape to paradise in a direct beach bungalow to Enjoy the ultimate luxury of staying in a spacious and
cozy bungalow that overlooks the stunning sea. Relax on your private terrace, soak up the sun on the
sandy beach, or take a dip in the crystal-clear water. Whether you’re looking for a romantic getaway, a
family vacation, or a solo adventure, our direct beach bungalow is the perfect choice for you to
experience the best of comfort and nature.

You can enjoy the finest meals at Sky Yacht Beach restaurant directly facing the mediterranean sea
features a daily live performance, night cinema also there is White angel restaurant with pool view.

Paradise Inn Beach Resort is reputable for its hospitality in offering you a high standard of service,
whether you are traveling for business, seeking a romantic getaway, or a spectacular family adventure.

The hotel is rich with its own private white sandy beach, an outdoor pool, and a kids pool and indoor
heated pool which is all surrounded by colorful flowers and trees for an outstanding experience. | We have an instant answer to most questions | Children of all ages are welcome. | Children 6 and above will be charged as adults at this property. | To see correct prices and occupancy info, add the number and ages of children in your group to your search. | Prices for cribs and extra beds aren't included in the total price. They'll have to be paid for separately during your stay.",31.28830434067626,30.0252377986908,180.2
26,cairo,Familio Prince Pyramids INn,82.0,10.0,https://www.booking.com/hotel/eg/familio-pyramids-inn.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1636183901_434007112_2_1_0&highlighted_blocks=1636183901_434007112_2_1_0&matching_block_id=1636183901_434007112_2_1_0&sr_pri_blocks=1636183901_434007112_2_1_0__8225&from=searchresults,"Comfortable Accommodations: Familio Prince Pyramids INn in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a mini-bar, flat-screen TV, and free WiFi.

Dining Experience: The hotel features a restaurant serving African, Catalan, Chinese, and other cuisines. Guests can enjoy brunch, lunch, dinner, and high tea in a family-friendly, traditional, modern, or romantic ambiance.

Leisure Facilities: The property offers a sun terrace, outdoor fireplace, and outdoor seating area. Additional amenities include a hot tub, fitness center, and bar.

Prime Location: Located 7 minutes from the Great Sphinx and 1 mi from the Giza Pyramids, the hotel is 19 mi from Sphinx International Airport. Nearby attractions include the Grand Egyptian Museum and Cairo Tower.",29.974769881439023,31.14230077363498,11.86
27,cairo,Hilton Cairo Grand Nile,510.0,8.0,https://www.booking.com/hotel/eg/grand-nile-tower.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=34835850_404461051_2_2_0&highlighted_blocks=34835850_404461051_2_2_0&matching_block_id=34835850_404461051_2_2_0&sr_pri_blocks=34835850_404461051_2_2_0__51000&from_sustainable_property_sr=1&from=searchresults,"Luxurious rooms and suites offer views across the River Nile at Hiton Cairo Grand Nile. The wellness center also overlooks the Nile and the hotel features 7 restaurants and an outdoor pool.

The elegantly decorated rooms and suites at Hiton Cairo Grand Nile come with a work desk, satellite TV and mini-bar. Each offers a modern bathroom stocked with amenities and a hairdryer.

Guests can enjoy views of the Nile from the revolving restaurant, which serves International dishes. Japanese, Indian and Italian cuisine are also available, and live entertainment is organized regularly on the hotel’s private yacht.

Guests can work out in the gym or enjoy a warm hot-tub session. It is also possible to relax on the waterfront terrace or to visit the hotel’s Galleria shopping and entertainment center. The property offers a supervised kid's club offering activities for children.

Cairo International Airport is 12 mi from the property. The Egyptian Museum is a 15-minute walk away. | Couples in particular like the location – they rated it 9.0 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | Children of all ages are welcome. | Children 18 and above will be charged as adults at this property. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",30.033832659772507,31.227006912231445,1.44
